id,english,current_spanish,category,risk_level,context_source,context_summary,literal_translation_risk,gameplay_risk,terminology_risk,decision,corrected_spanish,confidence,notes
0x70FE,"Oh, I'm sorry!
--- PAGE ---
I got carried away with my story 
and didn't even properly introduce 
myself!","¡Oh, lo siento!
--- PAGE ---
Me dejé llevar con mi historia 
y ¡ni siquiera me presenté 
correctamente!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x70FF,"I am Zelda, Princess of Hyrule.","Soy Zelda, Princesa de Hyrule.",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7100,What? Have we met before?,¿Qué? ¿Nos hemos visto antes?,NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7101,"Awww... That's so cute!
Could you tell me where you
found it?","¡Awww...Qué lindo!
¿Podrías decirme dónde
lo encontraste?",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7102,"Yeeeah!
Help me!","¡¡Siii!!
¡Ayúdame!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7103,Uh...yeah? So what?,¿Eh...sí? ¿Y qué?,NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7104,I hate foxes!,¡Odio a los zorros!,NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7105,How irritating!,¡Qué irritante!,NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7106,"Hey, you look good!","¡Oye, te ves bien!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7107,YEEEAH! What's your problem?!,¡¡YEEEAH! ¿¡Qué te pasa?!,NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7108,"Oooh...is that a Zora?
Those cool eyes are really
fascinating...","Oooh...¿es eso un Zora?
Esos ojos geniales son realmente
fascinantes...",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7109,"Oh no! You're scary!
Don't come any closer!","¡Oh no! ¡Eres aterrador!
¡No te acerques más!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x710A,"Wow...how nostalgic! That
reminds me of when I was a
little kid.","Wow...¡qué nostalgia! Eso
me recuerda cuando era
un niño pequeño.",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x710B,"That's kind of funny...it
makes me laugh!
Hee hee!","Es algo gracioso...¡me hace reír!
¡Je je!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x710C,"Uh-oh! I'm sorry, mom!
Oh...hey, it's you!
Don't scare me like
that!","¡Uh-oh! ¡Lo siento, mamá!
Oh...¡oye, eres tú!
¡No me asustes así!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x710D,What a big head you have!,¡Qué cabeza tan grande tienes!,NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x710E,"Oh, don't do that!
I'm shy...","¡Oh, no hagas eso!
Soy tímido...",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x710F,"Is there a mask competition
going on? 
I'm going to vote for you!","¿Hay una competencia de
máscaras en marcha?
¡Voy a votar por ti!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7110,"Oh! A rabbit!
Speaking of rabbits, I saw a 
strange man chasing rabbits 
around...","¡Oh! ¡Un conejo!
Hablando de conejos, vi a un
hombre extraño persiguiendo
conejos por ahí...",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7111,"Oooh, what a pretty lady!
But you're kind of short,
aren't you?","Oooh, ¡qué dama tan bonita!
Pero eres algo bajita,
¿no es así?",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7112,"Well...I can't think of anything
funny to say...sorry, kid!","Bueno...no se me ocurre nada
gracioso que decir...¡perdón, chico!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7113,"A mask... When I was a little 
kid, I also wore masks around...
What? You say you can't imagine
me doing that?","Una máscara...Cuando era
niño, yo también usaba máscaras...
¿Qué? ¿Dices que no puedes
imaginarme haciéndolo?",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7114,"Ohhhh...I see...
It's an illusion...","Ohhhh...ya veo...
Es una ilusión...",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7115,"Hey, kid, don't grow up to be
like me...","Oye, chico, no crezcas para ser
como yo...",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7116,"AAAAAAAAAAAH!
A GERUDO!!!!
--- PAGE ---
Wha-? A mask?
Why do you have a mask 
like that?!","¡¡¡AAAAAAAH!!!
¡¡¡UN GERUDO!!!
--- PAGE ---
¿Qué? ¿Una máscara?
¿Por qué tienes una máscara
así?!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7117,"Sorry, I'm busy right now.","Lo siento, estoy ocupado ahora.",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7118,"Oh wow! It's Keaton!
Hi, Keaton!","¡Oh wow! ¡Es Keaton!
¡Hola, Keaton!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7119,"How spooky!
There's a boy in Kakariko
Village who was looking for a
mask like that!","¡Qué escalofriante!
Hay un chico en el Pueblo
Kakariko que estaba buscando una
máscara como esa!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x711A,"Hmm...well...don't you have any
other masks?","Hmm...bueno...¿no tienes otras
máscaras?",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x711B,"What a strange mask!
Hee hah haa!","¡Qué máscara tan extraña!
¡Je ja jaa!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x711C,"Hey kid! Can't you see we're
busy?! Leave us alone!","¡Oye, chico! ¿¡No ves que estamos
ocupados?! ¡Déjanos en paz!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x711D,"I'm sorry. I don't even want to
look at any other woman!","Lo siento. Ni siquiera quiero
mirar a otra mujer.",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x711E,"Hee hee.
Don't pay any attention to that
kid, my dear... Just pretend we're
in our own, private little world...","Je je.
No prestes atención a ese
chico, cariño...Solo finge que estamos
en nuestro propio mundito privado...",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x711F,"Oh, please!
Go bother someone 
else!","¡Oh, por favor!
¡Ve a molestar a alguien
más!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7120,"There's a rumor going around that
there is a Potion Shop that can
make the ultimate medicine!","Corre un rumor de que
hay una Tienda de pociones que puede
hacer la medicina definitiva.",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7121,"I heard a rumor that there is a 
monster that eats Hylian Shields
somewhere out there in the world.
Have you ever seen it?","Escuché un rumor de que hay un
monstruo que come Escudos Hylians
en algún lugar del mundo.
¿Alguna vez lo has visto?",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7122,"I came here to sell bombs...
Please buy some!","Vine aquí para vender bombas...
¡Por favor compra algunas!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7123,"I...I am afraid...
I have a feeling that man is going
to destroy Hyrule.
--- PAGE ---
He has such terrifying power!
--- PAGE ---
But it's fortunate that you have 
come...","Yo...tengo miedo...
Siento que ese hombre va a
destruir Hyrule.
--- PAGE ---
¡Tiene un poder tan aterrador!
--- PAGE ---
Pero es afortunado que hayas
llegado...",NPC_DIALOGUE,MEDIUM_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7124,"What? If you want something,
just make it clear!","¿Qué? Si quieres algo,
¡simplemente dilo claro!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7125,"I'm busy! Get out of my way,
you bum!","¡Estoy ocupado! ¡Quítate de mi camino,
vago!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7126,"Hey, you have some good,
quality wood there, kid!","Oye, tienes buena
madera de calidad ahí, ¡chico!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7127,"Hrrrrm!
Get out of my face!
You good for nothin'...","¡Hrrrrm!
¡Quítate de mi vista!
Tú, bueno para nada...",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7128,"EEEEEEAAAAH!
Whoops, I shouldn't scream like
that or the boss will yell at me!","¡¡¡EEEEEEAAAAH!!!
Ups, ¡no debería gritar así
o el jefe me va a regañar!",NPC_DIALOGUE,HIGH_RISK,oot.o2r::text/nes_message_data_static,Hint / Shop / Item gameplay text,LOW,MEDIUM,LOW,ACCEPT,,HIGH,
0x7129,"Oh, sorry boss! 
I didn't mean to slack off!
I'll get busy!
--- PAGE ---
Oh, that's not you, boss?","¡Oh, perdón, jefe!
¡No quise flojear!
¡Me pondré a trabajar!
--- PAGE ---
Oh, ¿no eres tú, jefe?",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x712A,"Gerudos are beautiful and brave...
They are just so fascinating!","Las Gerudos son hermosas y valientes...
¡Son tan fascinantes!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x712B,"Someday, when I have more skill,
I'll carve a mask like that one!","Algún día, cuando tenga más
habilidad, ¡tallaré una máscara
como esa!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x712C,"Oh, that's the mask
everyone is talking about!
Looks kind of strange...","Oh, ¡esa es la máscara
de la que todos hablan!
Parece algo extraña...",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x712D,"Wa-ha-hah!
How's business,
Mr. Hero?
Hah hah hah!","¡Wa-ja-jah!
¿Cómo van los negocios,
Señor Héroe?
¡Ja ja ja!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x712E,"I'm on duty.
Understand?
ON DUTY!","Estoy de servicio.
¿Entiendes?
¡DE SERVICIO!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x712F,"Hmm, well, I don't really know
what to say about that one...","Hmm, bueno, realmente no sé
qué decir sobre eso...",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7130,"Oh wow! Cute!
But Cuccos are much cuter!","¡Oh wow! ¡Qué lindo!
Pero ¡los Cuccos son mucho más lindos!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7131,"Eh, what?
Are you sad?
Happy?
I really can't tell...","¿Eh, qué?
¿Estás triste?
¿Feliz?
Realmente no puedo decirlo...",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7132,"I'm sorry, I'm not really
interested in that.","Lo siento, no me interesa
eso.",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7133,"The little kid playing in the
graveyard was saying something
about his face...","El niño que jugaba en el
cementerio decía algo
sobre su cara...",NPC_DIALOGUE,CRITICAL_GAMEPLAY,oot.o2r::text/nes_message_data_static,Puzzle / Dungeon / Spatial navigation hint,LOW,HIGH,LOW,ACCEPT,,HIGH,
0x7134,"I really am a good man.
Don't you believe me?","Realmente soy un buen hombre.
¿No me crees?",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7135,"WHAAAA--!
I thought you were that old hag!
Don't scare me like that!","¡¡¿¡WHAAAH--!?
¡Pensé que eras esa vieja bruja!
¡No me asustes así!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7136,"I remember my father talking
about a swordsmith...but that
doesn't really matter to me
anyway.","Recuerdo a mi padre hablando
de un herrero...pero eso
no me importa mucho
de todas formas.",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7137,"I'm not afraid of any forest 
monsters! Are you trying to
make fun of me?","¡No le temo a ningún monstruo
del bosque! ¿Estás tratando
de burlarte de mí?",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7138,"What is that? I can't see it
very well from here...","¿Qué es eso? No lo veo
muy bien desde aquí...",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7139,Hi again! How are you today?,¡Hola de nuevo! ¿Cómo estás hoy?,NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x713A,Everything's fine today!,¡Todo está bien hoy!,NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x713B,Tired...I'm so tired...,Cansado...estoy muy cansado...,NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x713C,"I don't care about any
foxes!","¡No me importan los
zorros!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x713D,"That's irritating!
It bothers my eyes!","¡Eso es irritante!
¡Me molesta la vista!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x713E,That looks quite handsome!,¡Eso se ve bastante guapo!,NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x713F,"Waaaaaaah!
What is wrong with you?
Do you have a bad attitude?","¡¡¡Waaaaaaah!!!
¿Qué te pasa?
¿Tienes mal carácter?",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7140,"You idiot! 
When you talk to someone, you
should make eye contact!","¡Tonto!
Cuando hablas con alguien,
debes hacer contacto visual.",NPC_DIALOGUE,HIGH_RISK,oot.o2r::text/nes_message_data_static,Hint / Shop / Item gameplay text,LOW,MEDIUM,LOW,ACCEPT,,HIGH,
0x7141,"You idiot!
When you talk to someone, you
shouldn't stare!","¡Idiota!
Cuando hablas con alguien, ¡no
debes ficarte!",NPC_DIALOGUE,HIGH_RISK,oot.o2r::text/nes_message_data_static,Hint / Shop / Item gameplay text,LOW,MEDIUM,LOW,ACCEPT,,HIGH,
0x7142,"You idiot!
When you talk to someone, you
should take off your mask!","¡Idiota!
Cuando hablas con alguien, ¡deberías
quitarte la máscara!",NPC_DIALOGUE,HIGH_RISK,oot.o2r::text/nes_message_data_static,Hint / Shop / Item gameplay text,LOW,MEDIUM,LOW,ACCEPT,,HIGH,
0x7143,"You idiot!
I don't know why I'm calling
you that, but...you are one!","¡Idiota!
No sé por qué te llamo
así, ¡pero lo eres!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7144,"Where did you get that?
What?
It's a mask?","¿Dónde conseguiste eso?
¿Qué?
¿Es una máscara?",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7145,"Uh, leave me alone...
Can't you see I'm in a groove
right now?","Eh, déjame en paz...
¿No ves que estoy en la onda
ahora mismo?",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7146,"A mask is just like a musical 
instrument--it reflects the
character of its owner. I like
your originality, kid!","Una máscara es como un 
instrumento musical--refleja el
carácter de su dueño. ¡Me gusta
tu originalidad, chico!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7147,"What a big head!
How'd you fit through that door?!","¡Qué cabeza tan grande!
¡¿Cómo pasaste por esa puerta?!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7148,"I HATE foxes, sonny!","¡Odio a los zorros, jovencito!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7149,"Now if that isn't the most
irritating face I've seen in
all my days, I don't know what
is!","Si esa no es la cara más
irritante que he visto en
toda mi vida, ¡no sé qué
es!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x714A,"Hey, that's a fine face
you got there, sonny!","¡Oye, esa es una cara genial
que tienes, jovencito!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x714B,"Have you got any complaints?
Speak up, then!","¿Tienes alguna queja?
¡Habla, entonces!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x714C,"Please quit playing around
and dispel our curse!","¡Por favor, deja de jugar
y deshaz nuestra maldición!",NPC_DIALOGUE,CRITICAL_GAMEPLAY,oot.o2r::text/nes_message_data_static,Puzzle / Dungeon / Spatial navigation hint,LOW,HIGH,LOW,ACCEPT,,HIGH,
0x714D,"If I wore something like that...
I'd be a real Skulltula...
AAAAAAAAAAH!","Si yo llevara algo así...
¡Sería un Skulltula de verdad!
¡AAAAAAAAAAH!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x714E,"Please understand if I don't
laugh... It's hard to be happy
in this condition... 
Being cursed and all...","Por favor, entiende si no
me río... Es difícil ser feliz
en este estado...
Maldito y todo...",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x714F,"Hyaaaaah!
That's scary!
I know I'm scary, but...man!
That's really scary!","¡Hyaaaaah!
¡Qué miedo!
Sé que doy miedo, pero... ¡hombre!
¡Eso da mucho miedo!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7150,"Huh?! Wha--!
--- PAGE ---
Oh, it's just a kid.
Don't scare me like that!
I may not look like it, but I'm a
very sensitive guy!","¿¡Huh?! ¿¡Qué--!
--- PAGE ---
Oh, solo es un niño.
¡No me asustes así!
Puede que no lo parezca, ¡pero soy
un chico muy sensible!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7151,"Well, will you lookit the noggin on 
this kid! It's HUGE!
Mine is huge too, though...","¡Bueno, miren la calabaza de
este niño! ¡Es ENORME!
La mía también es grande, pero...",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7152,"Do you know what kind of
mask you're wearing...?
And you're still wearing it?","¿Sabes qué tipo de
máscara llevas puesto...?
¿Y aún así la sigues usando?",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7153,"I'm on duty now... 
If you want me to dig, don't
bother me.","Estoy de servicio ahora...
Si quieres que excave, no
me molestes.",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7154,"What is that? It's something
that hops around in a field...
I forgot what those things are
called...","¿Qué es eso? Es algo
que brinca en un campo...
Olvidé cómo se llaman
esas cosas...",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7155,"Hey! It's a Keaton Mask!!
I asked my daddy to get me one,
too!","¡¡Oye, es una máscara Keaton!!
Le pedí a papá que me consiguiera
una también.",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7156,"That's not very different from
Mr. Damp, is it?","Eso no es muy diferente del
Sr. Dampé, ¿no?",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7157,"That doesn't look anything like
Mr. Damp, huh?","Eso no se parece nada al
Sr. Dampé, ¿eh?",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7158,"Hey, cool mask...but a little
scary, don't you think?","Oye, máscara genial... pero un poco
aterradora, ¿no crees?",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x7159,"Hey! That looks familiar...
I think I saw something like it
in the Lost Woods, no?","¡Oye, eso me suena!
Creo que vi algo así
en el Bosque Perdido, ¿no?",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x715A,That makes me feel...happy...,Eso me hace sentir... feliz...,NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x715B,"Oh...uh...sniff...
That mask...
It makes me feel...sad...","Oh... eh... snif...
Esa máscara...
Me hace sentir... triste...",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x715C,"Hah! That mask won't do you any
good! You're just afraid of me,
the great Mido...aren't you?!","¡Ja! ¡Esa máscara no te va a
servir de nada! Solo tienes
miedo de mí, el gran Mido... ¿no?!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
0x715D,"Waaaaah! What?
Hey, I'm not scared of you!
Just don't come any closer,
understand?!","¡Waaaaah! ¿Qué?
¡Oye, no tengo miedo de ti!
Solo no te acerques más,
¿entendes?!",NPC_DIALOGUE,LOW_RISK,oot.o2r::text/nes_message_data_static,NPC_DIALOGUE message,LOW,LOW,LOW,ACCEPT,,HIGH,
